[08-09 09:04:23]	 COM1 Close [OK]
[08-09 10:17:00]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:17:00]	 헥사 프로토콜 [OK] 10 02 00 00 11 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 10:17:00]	 COM4 Close [OK]
[08-09 10:21:40]	 COM1 Close [OK]
[08-09 10:21:42]	 COM1 Close [OK]
[08-09 10:21:43]	 COM1 Close [OK]
[08-09 10:21:43]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:21:49]	 COM4 Close [OK]
[08-09 10:21:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:21:49]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 10:21:49]	 COM4 Close [OK]
[08-09 10:22:57]	 COM1 Close [OK]
[08-09 10:25:03]	 COM1 Close [OK]
[08-09 10:25:05]	 COM1 Close [OK]
[08-09 10:25:09]	 COM1 Close [OK]
[08-09 10:25:09]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:25:09]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:25:09]	 COM4 Close [OK]
[08-09 10:25:13]	 COM4 Close [OK]
[08-09 10:25:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:25:13]	 공장 초기화 (2 X 6) [OK] ![0042!]
                	 Receive : ![00420!!]
[08-09 10:25:13]	 COM4 Close [OK]
[08-09 10:25:19]	 COM4 Close [OK]
[08-09 10:25:20]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:25:20]	 DABIT Version Request [Receive: [OK] ![0081!]
                	 Receive : ![008<  b>DIBD502S_08C_02R020C V2.4.4
2024-06-12 02x006-L0-S0-D0-S4P06_O-E0
R-240MHz-32D_D1S1A_11-C0-G  W
Addr:00-115200bps!]
[08-09 10:25:20]	 COM4 Close [OK]
[08-09 10:27:08]	 COM1 Close [OK]
[08-09 10:27:09]	 COM1 Close [OK]
[08-09 10:27:57]	 COM1 Close [OK]
[08-09 10:27:57]	 COM4 : 9,600bps, 8, 1, N - ComPort Open [OK]
[08-09 10:27:58]	 COM4 Close [OK]
[08-09 10:27:58]	 COM4 : 19,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:27:58]	 COM4 Close [OK]
[08-09 10:27:58]	 COM4 : 38,400bps, 8, 1, N - ComPort Open [OK]
[08-09 10:27:59]	 COM4 Close [OK]
[08-09 10:27:59]	 COM4 : 57,600bps, 8, 1, N - ComPort Open [OK]
[08-09 10:27:59]	 COM4 Close [OK]
[08-09 10:27:59]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:27:59]	 COM4 : 115200bps ComPort Search [Success]
[08-09 10:28:00]	 COM4 Close [OK]
[08-09 10:28:02]	 COM4 Close [OK]
[08-09 10:28:02]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:28:10]	 COM4 Close [OK]
[08-09 10:28:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:28:10]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:28:10]	 COM4 Close [OK]
[08-09 10:37:29]	 COM1 Close [OK]
[08-09 10:37:32]	 COM1 Close [OK]
[08-09 10:37:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:37:32]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 10:37:32]	 COM4 Close [OK]
[08-09 10:37:49]	 COM4 Close [OK]
[08-09 10:37:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:37:49]	 헥사 프로토콜 [OK] 10 02 00 00 27 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 48 65 6C 6C 6F 20 57 6F 72 6C 64 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 10:37:49]	 COM4 Close [OK]
[08-09 10:38:04]	 COM4 Close [OK]
[08-09 10:38:06]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:38:06]	 헥사 프로토콜 [OK] 10 02 00 00 27 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 48 65 6C 6C 6F 20 77 6F 72 6C 64 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 10:38:06]	 COM4 Close [OK]
[08-09 10:38:13]	 COM4 Close [OK]
[08-09 10:38:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:38:13]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 10:38:13]	 COM4 Close [OK]
[08-09 10:38:27]	 COM1 Close [OK]
[08-09 10:38:31]	 COM1 Close [OK]
[08-09 10:38:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:38:32]	 헥사 프로토콜 [OK] 10 02 00 00 27 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 48 65 6C 6C 6F 20 77 6F 72 6C 64 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 10:38:32]	 COM4 Close [OK]
[08-09 10:41:02]	 COM1 Close [OK]
[08-09 10:41:03]	 COM1 Close [OK]
[08-09 10:41:05]	 COM1 Close [OK]
[08-09 10:41:05]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:41:05]	 COM4 Close [OK]
[08-09 10:41:05]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:41:05]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:41:05]	 COM4 Close [OK]
[08-09 10:54:00]	 COM1 Close [OK]
[08-09 10:54:01]	 COM1 Close [OK]
[08-09 10:54:06]	 COM1 Close [OK]
[08-09 10:54:06]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 10:54:45]	 COM1 Close [OK]
[08-09 10:54:49]	 COM1 Close [OK]
[08-09 10:54:49]	 COM1 Close [OK]
[08-09 10:55:04]	 COM1 Close [OK]
[08-09 10:55:06]	 COM1 Close [OK]
[08-09 10:55:07]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:14]	 COM4 Close [OK]
[08-09 10:55:14]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:17]	 DABIT Connecting... [Fail] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:55:17]	 COM4 Close [OK]
[08-09 10:55:22]	 COM4 Close [OK]
[08-09 10:55:22]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:24]	 COM4 Close [OK]
[08-09 10:55:24]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:26]	 DABIT Connecting... [Fail] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:55:26]	 COM4 Close [OK]
[08-09 10:55:46]	 COM4 Close [OK]
[08-09 10:55:46]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:47]	 COM4 Close [OK]
[08-09 10:55:47]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:55:47]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:55:47]	 COM4 Close [OK]
[08-09 10:56:32]	 COM4 Close [OK]
[08-09 10:56:36]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:56:36]	 COM4 Close [OK]
[08-09 10:56:36]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:56:36]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:56:36]	 COM4 Close [OK]
[08-09 10:56:37]	 COM4 Close [OK]
[08-09 10:56:37]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 10:56:37]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 10:56:37]	 COM4 Close [OK]
[08-09 11:27:59]	 COM1 Close [OK]
[08-09 11:28:05]	 COM1 Close [OK]
[08-09 11:28:06]	 COM1 Close [OK]
[08-09 11:28:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 11:28:10]	 COM4 Close [OK]
[08-09 11:28:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 11:28:10]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 11:28:10]	 COM4 Close [OK]
[08-09 11:28:38]	 COM4 Close [OK]
[08-09 11:28:38]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 11:28:38]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 11:28:38]	 COM4 Close [OK]
[08-09 11:28:48]	 COM4 Close [OK]
[08-09 11:28:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 11:28:49]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 11:28:49]	 COM4 Close [OK]
[08-09 12:03:15]	 COM4 Close [OK]
[08-09 12:03:36]	 COM4 Close [OK]
[08-09 12:03:36]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:03:38]	 COM4 Close [OK]
[08-09 12:03:38]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:03:38]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:03:38]	 COM4 Close [OK]
[08-09 12:03:43]	 COM4 Close [OK]
[08-09 12:03:45]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:03:45]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 12:03:45]	 COM4 Close [OK]
[08-09 12:04:03]	 COM4 Close [OK]
[08-09 12:04:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:04:03]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 12:04:03]	 COM4 Close [OK]
[08-09 12:04:03]	 COM4 Close [OK]
[08-09 12:04:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:04:03]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 12:04:03]	 COM4 Close [OK]
[08-09 12:06:03]	 COM4 Close [OK]
[08-09 12:06:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:06:08]	 COM4 Close [OK]
[08-09 12:06:10]	 COM4 Close [OK]
[08-09 12:06:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:06:12]	 COM4 Close [OK]
[08-09 12:06:12]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:06:17]	 COM4 Close [OK]
[08-09 12:06:17]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:06:19]	 COM4 Close [OK]
[08-09 12:06:19]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:06:19]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:06:19]	 COM4 Close [OK]
[08-09 12:06:39]	 COM4 Close [OK]
[08-09 12:06:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:54]	 COM4 Close [OK]
[08-09 12:08:54]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:55]	 COM4 Close [OK]
[08-09 12:08:55]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:55]	 COM4 Close [OK]
[08-09 12:08:55]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:55]	 COM4 Close [OK]
[08-09 12:08:55]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:56]	 COM4 Close [OK]
[08-09 12:08:56]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:08:56]	 COM4 Close [OK]
[08-09 12:08:56]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:09:00]	 COM4 Close [OK]
[08-09 12:09:01]	 COM4 Close [OK]
[08-09 12:09:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:09:03]	 COM4 Close [OK]
[08-09 12:09:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:09:03]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:09:03]	 COM4 Close [OK]
[08-09 12:09:05]	 COM4 Close [OK]
[08-09 12:09:05]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:09:05]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:09:05]	 COM4 Close [OK]
[08-09 12:09:13]	 COM4 Close [OK]
[08-09 12:09:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:09:14]	 COM4 Close [OK]
[08-09 12:09:14]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:09:15]	 COM4 Close [OK]
[08-09 12:09:15]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:09:17]	 COM4 Close [OK]
[08-09 12:09:17]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:10:49]	 COM1 Close [OK]
[08-09 12:10:55]	 COM1 Close [OK]
[08-09 12:11:03]	 COM1 Close [OK]
[08-09 12:11:03]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:11:03]	 헥사 프로토콜 [OK] 10 02 00 00 27 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 48 65 6C 6C 6F 20 77 6F 72 6C 64 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 12:11:03]	 COM4 Close [OK]
[08-09 12:11:24]	 COM4 Close [OK]
[08-09 12:11:26]	 COM4 Close [OK]
[08-09 12:11:26]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:11:26]	 COM4 Close [OK]
[08-09 12:11:26]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:11:26]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:11:27]	 COM4 Close [OK]
[08-09 12:11:32]	 COM4 Close [OK]
[08-09 12:11:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:11:32]	 헥사 프로토콜 [OK] 10 02 00 00 2B 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 03 03 31 31 31 31 31 31 31 31 31 31 31 31 31 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 12:11:32]	 COM4 Close [OK]
[08-09 12:12:06]	 COM1 Close [OK]
[08-09 12:12:09]	 COM1 Close [OK]
[08-09 12:12:09]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [FAIL]
[08-09 12:12:09]	 COM4 Close [OK]
[08-09 12:12:40]	 COM4 Close [OK]
[08-09 12:12:41]	 COM4 Close [OK]
[08-09 12:12:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:12:41]	 COM4 Close [OK]
[08-09 12:12:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:12:41]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:12:41]	 COM4 Close [OK]
[08-09 12:12:45]	 COM4 Close [OK]
[08-09 12:12:45]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:12:45]	 헥사 프로토콜 [OK] 10 02 00 00 2B 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 03 03 31 31 31 31 31 31 31 31 31 31 31 31 31 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 12:12:45]	 COM4 Close [OK]
[08-09 12:15:21]	 COM1 Close [OK]
[08-09 12:15:23]	 COM1 Close [OK]
[08-09 12:15:25]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:15:25]	 Power Off [OK] 10 02 00 00 02 41 00 10 03 
                	 Receive : 10 02 00 00 02 41 00 10 03 
[08-09 12:15:25]	 COM4 Close [OK]
[08-09 12:20:08]	 COM1 Close [OK]
[08-09 12:20:08]	 COM1 Close [OK]
[08-09 12:20:09]	 COM1 Close [OK]
[08-09 12:20:09]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:13]	 COM4 Close [OK]
[08-09 12:20:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:13]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:20:13]	 COM4 Close [OK]
[08-09 12:20:15]	 COM4 Close [OK]
[08-09 12:20:15]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:15]	 Power On [OK] 10 02 00 00 02 41 01 10 03 
                	 Receive : 10 02 00 00 02 41 00 10 03 
[08-09 12:20:15]	 COM4 Close [OK]
[08-09 12:20:20]	 COM4 Close [OK]
[08-09 12:20:20]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:20]	 Power Off [OK] 10 02 00 00 02 41 00 10 03 
                	 Receive : 10 02 00 00 02 41 00 10 03 
[08-09 12:20:20]	 COM4 Close [OK]
[08-09 12:20:34]	 COM4 Close [OK]
[08-09 12:20:34]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:34]	 헥사 프로토콜 [OK] 10 02 00 00 2B 94 00 00 63 01 00 03 01 01 00 14 02 00 00 00 00 00 03 03 03 03 03 03 03 03 03 03 03 03 03 31 31 31 31 31 31 31 31 31 31 31 31 31 10 03 
                	 Receive : 10 02 00 00 02 94 00 10 03 
[08-09 12:20:34]	 COM4 Close [OK]
[08-09 12:20:45]	 COM4 Close [OK]
[08-09 12:20:46]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:46]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 12:20:46]	 COM4 Close [OK]
[08-09 12:20:49]	 COM4 Close [OK]
[08-09 12:20:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:20:49]	 아스키 프로토콜 [OK] ![000Hello world!]
                	 Receive : ![0000!]
[08-09 12:20:49]	 COM4 Close [OK]
[08-09 12:38:29]	 COM1 Close [OK]
[08-09 12:38:29]	 COM1 Close [OK]
[08-09 12:38:31]	 COM1 Close [OK]
[08-09 12:38:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:38:33]	 COM4 Close [OK]
[08-09 12:38:33]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:38:33]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:38:33]	 COM4 Close [OK]
[08-09 12:38:35]	 COM4 Close [OK]
[08-09 12:38:38]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:38:38]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 12:38:38]	 COM4 Close [OK]
[08-09 12:39:23]	 COM1 Close [OK]
[08-09 12:39:27]	 COM1 Close [OK]
[08-09 12:39:28]	 COM1 Close [OK]
[08-09 12:39:30]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:39:31]	 COM4 Close [OK]
[08-09 12:39:31]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:39:31]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:39:31]	 COM4 Close [OK]
[08-09 12:39:34]	 COM4 Close [OK]
[08-09 12:39:34]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:39:34]	 Power On [OK] ![00211!]
                	 Receive : ![00210!]
[08-09 12:39:34]	 COM4 Close [OK]
[08-09 12:41:03]	 COM1 Close [OK]
[08-09 12:41:04]	 COM1 Close [OK]
[08-09 12:41:06]	 COM1 Close [OK]
[08-09 12:41:06]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:41:07]	 COM4 Close [OK]
[08-09 12:41:07]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:41:07]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:41:07]	 COM4 Close [OK]
[08-09 12:51:51]	 COM1 Close [OK]
[08-09 12:51:53]	 COM1 Close [OK]
[08-09 12:53:07]	 COM1 Close [OK]
[08-09 12:53:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:53:10]	 COM4 Close [OK]
[08-09 12:53:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:53:10]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:53:10]	 COM4 Close [OK]
[08-09 12:53:11]	 COM4 Close [OK]
[08-09 12:53:11]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:53:11]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 12:53:11]	 COM4 Close [OK]
[08-09 12:57:23]	 COM4 Close [OK]
[08-09 12:59:02]	 COM4 Close [OK]
[08-09 12:59:08]	 COM4 Close [OK]
[08-09 12:59:08]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:09]	 COM4 Close [OK]
[08-09 12:59:09]	 COM4 : 9,600bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:10]	 COM4 Close [OK]
[08-09 12:59:10]	 COM4 : 19,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:10]	 COM4 Close [OK]
[08-09 12:59:10]	 COM4 : 38,400bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:11]	 COM4 Close [OK]
[08-09 12:59:11]	 COM4 : 57,600bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:11]	 COM4 Close [OK]
[08-09 12:59:11]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:11]	 COM4 : 115200bps ComPort Search [Success]
[08-09 12:59:12]	 COM4 Close [OK]
[08-09 12:59:37]	 COM1 Close [OK]
[08-09 12:59:37]	 COM1 Close [OK]
[08-09 12:59:39]	 COM1 Close [OK]
[08-09 12:59:39]	 COM4 : 9,600bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:40]	 COM4 Close [OK]
[08-09 12:59:40]	 COM4 : 19,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:40]	 COM4 Close [OK]
[08-09 12:59:40]	 COM4 : 38,400bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:41]	 COM4 Close [OK]
[08-09 12:59:41]	 COM4 : 57,600bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:41]	 COM4 Close [OK]
[08-09 12:59:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 12:59:41]	 COM4 : 115200bps ComPort Search [Success]
[08-09 12:59:42]	 COM4 Close [OK]
[08-09 13:04:53]	 COM1 Close [OK]
[08-09 13:04:54]	 COM1 Close [OK]
[08-09 13:04:55]	 COM1 Close [OK]
[08-09 13:04:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:04:58]	 COM4 Close [OK]
[08-09 13:04:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:04:58]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 13:04:58]	 COM4 Close [OK]
[08-09 13:04:58]	 COM4 Close [OK]
[08-09 13:04:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:04:58]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 13:04:58]	 COM4 Close [OK]
[08-09 13:05:06]	 COM4 Close [OK]
[08-09 13:05:06]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:05:06]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 13:05:06]	 COM4 Close [OK]
[08-09 13:15:02]	 COM4 Close [OK]
[08-09 13:15:28]	 COM1 Close [OK]
